Name,District Number,District Name,Class,Group,TD1: Degree,TD1: Major/Field,TD1: School,TD1: Year,TD2: Degree,TD2: Major/Field,TD2: School,TD2: Year,City,State,Job Title,Organization,Sector,Race,Gender,Birth Year,Age at Start,FOMC Combined,FOMC Pre-reorg,FOMC Pre Start Year,FOMC Pre End Year,FOMC Post-reorg,FOMC Post Start Year,FOMC Post End Year,Start Year (pos.),End Year (pos.),title,first,middle,last,suffix,nickname,middle_initial
PAUL G MILLER,5,Richmond,B,1.0,Bachelor's,Engineering,Purdue University,1948,,,,,Baltimore,Maryland,"Chairman, Chief Executive Officer, & President",Commercial Credit Company of Baltimore,Financial Services (non-banking),W,M,1922,57,,,,,,,,1979,1984,,PAUL,G,MILLER,,,G
GUY W BOTTS,6,Atlanta,A,1.0,JD,Law,University of Florida,1937,,,,,Jacksonville,Florida,Chairman of the Board,Barnett Banks of Florida,Banking,,M,1915,64,,,,,,,,1979,1984,,GUY,W,BOTTS,,,W
FLOYD W LEWIS,6,Atlanta,B,2.0,JD,Law,Tulane University,,,,,,New Orleans,Louisiana,Chairman of the Board & Chief Executive Officer,"Middle South Utilities, Inc.",Utilities,,M,1925,54,,,,,,,,1979,1981,,FLOYD,W,LEWIS,,,W
MARY GARST,7,Chicago,B,1.0,Master's,History,Stanford University,,,,,,Coon Rapids,Iowa,Manager of Cattle Division,Garst Company,Agriculture & Food Processing,W,F,1928,51,,,,,,,,1979,1985,,MARY,,GARST,,,
DENNIS W HUNT,7,Chicago,B,3.0,,,,,,,,,Rockwell City,Iowa,President,"Hunt Truck Lines, Inc.",Transportation,W,M,1932,47,,,,,,,,1979,1984,,DENNIS,W,HUNT,,,W
GEORGE M RYRIE,8,St. Louis,A,2.0,,,,,,,,,Alton,Illinois,President,First National Bank & Trust Company of Alton,Banking,W,M,1921,58,,,,,,,,1979,1984,,GEORGE,M,RYRIE,,,M
WILLIAM G PHILLIPS,9,Minneapolis,C Dep. Chair,,Bachelor's,,Antioch College,1942,,,,,Minneapolis,Minnesota,Chairman & Chief Executive Officer,International Multifoods,Agriculture & Food Processing,,M,1920,59,,,,,,,,1979,1981,,WILLIAM,G,PHILLIPS,,,G
JOHN D WOODS,10,Kansas City,A,1.0,Bachelor's,Economics,University of Colorado,,,,,,Omaha,Nebraska,Chairman & Chief Executive Officer,Omaha National Bank of Kansas City,Banking,,M,1929,50,,,,,,,,1979,1984,,JOHN,D,WOODS,,,D
HOWARD K LOOMIS,10,Kansas City,A,2.0,,,,,,,,,Pratt,Kansas,President,Peoples Bank of Pratt,Banking,W,M,1927,52,,,,,,,,1979,1985,,HOWARD,K,LOOMIS,,,K
LEWIS HONYMAN BOND,11,Dallas,A,1.0,Bachelor's,Petroleum Engineering,University of Oklahoma,1947,,,,,Fort Worth,Texas,Chairman & Chief Executive Officer,"Texas American Bancshares, Inc.",Banking,W,M,1921,58,,,,,,,,1979,1984,,LEWIS,HONYMAN,BOND,,,H
J WAYLAND BENNETT,11,Dallas,B,2.0,PhD,Agricultural Economics,Louisiana State University,,,,,,Lubbock,Texas,Associate Dean of Industry Relations and Professor of Agricultural Economics,College of Agricultural Sciences of Texas Tech University,Education,W,M,1923,56,,,,,,,,1979,1984,,J,WAYLAND,BENNETT,,,W
L KENT GILBREATH,11,Dallas,B,3.0,PhD,Economics,University of Florida,,,,,,Waco,Texas,Associate Professor of Economics,Baylor University,Education,W,M,1946,33,,,,,,,,1979,1986,,L,KENT,GILBREATH,,,K
ROBERT A YOUNG,12,San Francisco,A,3.0,,,,,,,,,Vancouver,Washington,Chairman & President,Northwest National Bank of Vancouver,Banking,W,M,1921,58,,,,,,,,1979,1983,,ROBERT,A,YOUNG,,,A
ARNOLD ROBERT WEBER,4,Cleveland,C Dep. Chair,,Bachelor's,,University of Illinois,1950,,,,,Pittsburgh,Pennsylvania,Provost,Carnegie-Mellon University,Education,W,M,1929,50,,,,,,,,1979,1979,,ARNOLD,ROBERT,WEBER,,,R
STEVEN MULLER,5,Richmond,C Dep. Chair,,PhD,Government,Cornell University,1954,,,,,Baltimore,Maryland,President,Johns Hopkins University,Education,W,M,1927,52,,,,,,,,1979,1981,,STEVEN,,MULLER,,,
PAUL E REICHARDT,5,Richmond,C,,Bachelor's,,Drexel University,,,,,,Washington,D.C.,Chairman of the Board & Chief Executive Officer,Washington Gas Light Company,Utilities,W,M,1918,61,,,,,,,,1979,1981,,PAUL,E,REICHARDT,,,E
MACEO A SLOAN,5,Richmond,C Chair,,JD,Law,North Carolina University,1979,,,,,Durham,North Carolina,Executive Vice President,North Carolina Mutual Life Insurance Co.,Insurance,NW,M,1949,30,,,,,,,,1979,1981,,MACEO,A,SLOAN,,,A
STEPHEN F KEATING,9,Minneapolis,C Chair,,JD,Law,University of Minnesota,,,,,,Minneapolis,Minnesota,Chairman of the Board,"Honeywell, Inc.",Engineering,W,M,1918,61,,,,,,,,1979,1981,,STEPHEN,F,KEATING,,,F
ROBERT MERTON SOLOW,1,Boston,C Chair,,PhD,Economics,Harvard University,1951,,,,,Cambridge,Massachusetts,Institute Professor,Massachusetts Institute of Technology,Education,W,M,1924,55,,,,,,,,1979,1980,,ROBERT,MERTON,SOLOW,,,M
GERALD D HINES,11,Dallas,C Dep. Chair,,Bachelor's,Mechanical Engineering,Purdue University,1948,,,,,Houston,Texas,Owner,Gerald D. Hines Interests,Real Estate & Construction,W,M,1925,54,,,,,,,,1979,1980,,GERALD,D,HINES,,,D
H ALAN TIMM,1,Boston,A,2.0,Master's,Banking,,,,,,,Augusta,Maine,President,"Bank of Maine, N.A. of Augusta",Banking,W,M,1926,54,,,,,,,,1980,1982,,H,ALAN,TIMM,,,A
THOMAS IRVING ATKINS,1,Boston,C,,JD,Law,Harvard University,1969,,,,,New York,New York,General Counsel,National Association for the Advancement of Colored People,Nonprofit/Business Groups,NW,M,1939,41,,,,,,,,1980,1980,,THOMAS,IRVING,ATKINS,,,I
GORDON T WALLIS,2,New York,A,1.0,JD,Law,New York University,1948,,,,,New York,New York,Chairman of the Board,Irving Trust Company of New York,Banking,W,M,1919,61,,,,,,,,1980,1982,,GORDON,T,WALLIS,,,T
WILLIAM S COOK,2,New York,B,1.0,Bachelor's,Business,University of Minnesota,1948,,,,,New York,New York,President,Union Pacific Corporation,Transportation,,M,1923,57,,,,,,,,1980,1985,,WILLIAM,S,COOK,,,S
"EDWARD L HENNESSY, JR",2,New York,B,3.0,JD,Law,New York University,,,,,,Morristown,New Jersey,Chairman of the Board,Allied Chemical Corporation,Engineering,W,M,1928,52,,,,,,,,1980,1984,,EDWARD,L,HENNESSY,JR,,L
"EBERHARD FABER, IV",3,Philadelphia,B,1.0,Bachelor's,,Princeton University,1957,,,,,Wilkes-Barre,Pennsylvania,Chairman & Chief Executive Officer,Eberhard Faber Inc.,Manufacturing,,M,1937,43,,,,,,,,1980,1985,,EBERHARD,,FABER,IV,,
HARRY A JENSEN,3,Philadelphia,B,2.0,Bachelor's,,Grinnell College,1940,,,,,Lancaster,Pennsylvania,Chairman & Chief Executive Officer,Armstrong Cork Company,Manufacturing,W,M,1918,62,,,,,,,,1980,1983,,HARRY,A,JENSEN,,,A
JOHN W KESSLER,4,Cleveland,B,2.0,Bachelor's,Business Administration,Ohio State University,1958,,,,,Columbus,Ohio,President,John W. Kessler Company,Real Estate & Construction,W,M,1936,44,,,,,,,,1980,1985,,JOHN,W,KESSLER,,,W
WILLIAM M DICKSON,5,Richmond,A,2.0,,,,,,,,,Ronceverte,West Virginia,President & Senior Trust Officer,First National Bank in Ronceverte,Banking,W,M,1930,50,,,,,,,,1980,1982,,WILLIAM,M,DICKSON,,,M
"JAMES A CHAPMAN, JR",5,Richmond,B,3.0,Bachelor's,Chemistry,Davidson College,1943,,,,,Inman,South Carolina,Chairman of the Board & Chief Executive Officer,Inman Mills,Manufacturing,W,M,1921,59,,,,,,,,1980,1982,,JAMES,A,CHAPMAN,JR,,A
DAN B ANDREWS,6,Atlanta,A,2.0,Bachelor's,Economics,Vanderbilt University,1979,,,,,Dickson,Tennessee,President,First National Bank of Dickson,Banking,W,M,,,,,,,,,,1980,1985,,DAN,B,ANDREWS,,,B
"JOHN H WEITNAUER, JR",6,Atlanta,C Dep. Chair,,Bachelor's,,Georgia Institute of Technology,1949,,,,,Atlanta,Georgia,Chairman & Chief Executive Officer,Richway,Wholesale & Retail Trade,W,M,1926,54,,,,,,,,1980,1983,,JOHN,H,WEITNAUER,JR,,H
ROGER E ANDERSON,7,Chicago,A,1.0,Bachelor's,,Northwestern University,1942,,,,,Chicago,Illinois,Chairman of the Board,Continental Illinois National Bank and Trust Co. of Chicago,Banking,W,M,1921,59,,,,,,,,1980,1982,,ROGER,E,ANDERSON,,,E
PATRICK E MCNARNY,7,Chicago,A,2.0,JD,Law,Indiana University Bloomington,1966,,,,,Logansport,Indiana,President,First National Bank of Logansport,Banking,W,M,1935,45,,,,,,,,1980,1985,,PATRICK,E,MCNARNY,,,E
STANTON R COOK,7,Chicago,C Dep. Chair,,Bachelor's,Mechanical Engineering,Northwestern University,1949,,,,,Chicago,Illinois,Chairman of the Board,Continental Illinois National Bank,Banking,W,M,1925,55,,,,,,,,1980,1983,,STANTON,R,COOK,,,R
DONALD L HUNT,8,St. Louis,A,3.0,,,,,,,,,Marissa,Illinois,President,First National Bank of Marissa,Banking,W,M,1937,43,,,,,,,,1980,1985,,DONALD,L,HUNT,,,L
MARY P HOLT,8,St. Louis,B,2.0,,,,,,,,,Little Rock,Arkansas,President,Clothes Horse,Wholesale & Retail Trade,W,F,1932,48,,,,,,,,1980,1982,,MARY,P,HOLT,,,P
HENRY N NESS,9,Minneapolis,A,1.0,Bachelor's,Agriculture,North Dakota Agricultural College,1941,,,,,Fargo,North Dakota,Senior Vice President,Fargo National Bank,Banking,W,M,1918,62,,,,,,,,1980,1982,,HENRY,N,NESS,,,N
ZANE G MURFITT,9,Minneapolis,A,3.0,,,,,,,,,Philipsburg,Montana,President,Flint Creek Valley Bank,Banking,W,M,1926,54,,,,,,,,1980,1981,,ZANE,G,MURFITT,,,G
JOE F KIRBY,9,Minneapolis,B,1.0,none,none,none,none,,,,,Sioux Falls,South Dakota,Chairman,Western Surety Company,Insurance,W,M,1922,58,,,,,,,,1980,1982,,JOE,F,KIRBY,,,F
CHARLES C GATES,10,Kansas City,B,1.0,Bachelor's,Engineering,Massachusetts Institute of Technology,1943,,,,,Denver,Colorado,Chairman of the Board & President,Gates Rubber Company,Manufacturing,W,M,1921,59,,,,,,,,1980,1984,,CHARLES,C,GATES,,,C
DORIS M DRURY,10,Kansas City,C,,PhD,Economics,Indiana University Bloomington,,,,,,Denver,Colorado,Professor of Economics,University of Denver,Education,W,F,1926,54,,,,,,,,1980,1980,,DORIS,M,DRURY,,,M
JOHN P GILLIAM,11,Dallas,A,3.0,,,,,,,,,Valley Mills,Texas,Chief Executive Officer & President,First National Bank of Valley Mills,Banking,W,M,1931,49,,,,,,,,1980,1985,,JOHN,P,GILLIAM,,,P
ROBERT D ROGERS,11,Dallas,B,1.0,Master's,Business,Harvard University,,,,,,Dallas,Texas,President,"Texas Industries, Inc.",Manufacturing,W,M,1936,44,,,,,,,,1980,1982,,ROBERT,D,ROGERS,,,D
ALAN C FURTH,12,San Francisco,C,,JD,Law,University of California at Berkeley,,,,,,San Francisco,California,President,Southern Pacific Company,Transportation,W,M,1923,57,,,,,,,,1980,1981,,ALAN,C,FURTH,,,C
CAROLINE LEONETTI AHMANSON,12,San Francisco,C Dep. Chair,,Bachelor's,,University of California at Berkeley,,,,,,Beverly Hills,California,Chairman of the Board,Caroline Leonetti Ltd.,Services - Miscellaneous,W,F,1918,62,,,,,,,,1980,1981,,CAROLINE,LEONETTI,AHMANSON,,,L
JL JACKSON,4,Cleveland,C Dep. Chair,,Bachelor's,Petroleum engineering,University of Texas,,,,,,Lexington,Kentucky,President,Falcon Coal Company Inc,"Energy, Mining, & Extraction",,M,1932,48,,,,,,,,1980,1980,,JL,,JACKSON,,,
"WILLIAM A FICKLING, JR",6,Atlanta,C Chair,,Bachelor's,,Auburn University,1954,,,,,Macon,Georgia,Chairman & President,Charter Medical Corp.,Health Care Delivery,W,M,1903,77,,,,,,,,1980,1983,,WILLIAM,A,FICKLING,JR,,A
JOHN SAGAN,7,Chicago,C Chair,,PhD,Economics,University of Illinois,1951,,,,,Dearborn,Michigan,Vice President & Treasurer,Ford Motor Company,Manufacturing,W,M,1921,59,,,,,,,,1980,1983,,JOHN,,SAGAN,,,
PAUL H HENSON,10,Kansas City,C Dep. Chair,,Master's,Electrical engineering,University of Nebraska,,,,,,Westwood,Kansas,Chairman & Chief Executive Officer,"United Telecommunications, Inc.",Telecommunications,W,M,1925,55,,,,,,,,1980,1980,,PAUL,H,HENSON,,,H
JOSEPH H WILLIAMS,10,Kansas City,C Chair,,Bachelor's,,Yale University,1956,,,,,Tulsa,Oklahoma,President,Williams Companies,Real Estate & Construction,W,F,1933,47,,,,,,,,1980,1980,,JOSEPH,H,WILLIAMS,,,H
CORNELL C MAIER,12,San Francisco,C Chair,,Bachelor's,Electrical engineering,University of California at Berkeley,,,,,,Oakland,California,Chief Executive Officer & President,Kaiser Aluminum & Chemical Corporation,Engineering,W,M,1925,55,,,,,,,,1980,1981,,CORNELL,C,MAIER,,,C
"HENRY S WOODBRIDGE, JR",1,Boston,A,1.0,Bachelor's,,Yale University,,,,,,Providence,Rhode Island,Chairman of the Board & Chief Executive Officer,Rhode Island Hosptial Trust National Bank,Banking,W,M,1929,52,,,,,,,,1981,1983,,HENRY,S,WOODBRIDGE,JR,,S
JOSEPH A BAUTE,1,Boston,B,1.0,Master's,Engineering,Dartmouth College,1954,,,,,Keene,New Hampshire,Chairman & Chief Executive Officer,Markem Corporation,Information Technology,W,M,1929,52,,,,,,,,1981,1984,,JOSEPH,A,BAUTE,,,A
MICHAEL JOSEPH HARRINGTON,1,Boston,C,,JD,Law,Harvard University,1961,,,,,Lynnfield,Massachusetts,Chairman of the Board,"Harrington, Keefe and Schork, Inc.",Services - Miscellaneous,W,M,1936,45,,,,,,,,1981,1986,,MICHAEL,JOSEPH,HARRINGTON,,,J
PETER D KIERNAN,2,New York,A,2.0,Bachelor's,,Williams College,1944,,,,,Albany,New York,Chairman & President,United Bank Corporation of Albany,Banking,W,M,1923,58,,,,,,,,1981,1983,,PETER,D,KIERNAN,,,D
JOHN R OPEL,2,New York,B,2.0,Master's,Business,University of Chicago,1949,,,,,Armonk,New York,Chief Executive Officer & President,International Business Machines Corporation,Information Technology,W,M,1925,56,,,,,,,,1981,1986,,JOHN,R,OPEL,,,R
ROBERT S HILLAS,3,Philadelphia,A,1.0,Bachelor's,,Dartmouth College,,,,,,Philadelphia,Pennsylvania,Chairman & President,Provident National Bank of Philadelphia,Banking,W,M,1927,54,,,,,,,,1981,1983,,ROBERT,S,HILLAS,,,S
ROBERT M LANDIS,3,Philadelphia,C,,JD,Law,,,,,,,Philadelphia,Pennsylvania,Partner,"Dechert, Price & Rhoads",Law,W,M,1920,61,,,,,,,,1981,1981,,ROBERT,M,LANDIS,,,M
J DAVID BARNES,4,Cleveland,A,1.0,JD,Law,Harvard University,,,,,,Pittsburgh,Pennsylvania,Chairman of the Board,"Mellon Bank, N.A. of PIttsburgh",Banking,W,M,1930,51,,,,,,,,1981,1986,,J,DAVID,BARNES,,,D
E MANDELL DE WINDT,4,Cleveland,B,1.0,,,,,,,,,Cleveland,Ohio,Chairman of the Board,Eaton Corporation,Engineering,W,M,1921,60,,,,,,,,1981,1983,,E,MANDELL,DE WINDT,,,M
JOHN D ANDERSON,4,Cleveland,C,,,,,,,,,,Maumee,Ohio,Senior Partner,Andersons,Agriculture & Food Processing,W,M,1922,59,,,,,,,,1981,1983,,JOHN,D,ANDERSON,,,D
WILLIAM H KNOELL,4,Cleveland,C Dep. Chair,,Bachelor's,,Carnegie Mellon University,1947,,,,,Lexington,Kentucky,Executive Vice President & President of Coal Unit,Diamond Shamrock Corporation,"Energy, Mining, & Extraction",W,M,1925,56,,,,,,,,1981,1983,,WILLIAM,H,KNOELL,,,H
J BANKS SCARBOROUGH,5,Richmond,A,3.0,Bachelor's,,University of Southern California,1964,,,,,Timmonsville,South Carolina,Chairman & President,Pee Dee State Bank,Banking,W,M,1928,53,,,,,,,,1981,1983,,J,BANKS,SCARBOROUGH,,,B
"LEON A DUNN, JR",5,Richmond,B,2.0,Bachelor's,,University of North Carolina at Chapel Hill,1960,,,,,Baltimore,Maryland,"Chairman, Chief Executive Officer, & President",Guardian Corporation and Subsidiaries,Manufacturing,W,M,1938,43,,,,,,,,1981,1983,,LEON,A,DUNN,JR,,A
"HAROLD B BLACH, JR",6,Atlanta,B,1.0,Bachelor's,Business Administration,University of Alabama,1955,,,,,Birmingham,Alabama,President,Blach's Inc.,Real Estate & Construction,W,M,1901,80,,,,,,,,1981,1986,,HAROLD,B,BLACH,JR,,B
OLLIE JAY TOMSON,7,Chicago,A,3.0,Bachelor's,,St. Olaf College,,,,,,Charles City,Iowa,President,Citizens National Bank of Charles City,Banking,W,M,1936,45,,,,,,,,1981,1986,,OLLIE,JAY,TOMSON,,,J
LEON T KENDALL,7,Chicago,B,2.0,PhD,Economics,Indiana University,1956,,,,,Milwaukee,Wisconsin,President,Mortgage Guaranty Insurance Corporation,Insurance,W,M,1928,53,,,,,,,,1981,1986,,LEON,T,KENDALL,,,T
CLARENCE C BARKSDALE,8,St. Louis,A,1.0,Master's,Business,Columbia University,1968,,,,,St. Louis,Missouri,Chairman & Chief Executive Officer,First National Bank of St. Louis,Banking,W,M,1932,49,,,,,,,,1981,1986,,CLARENCE,C,BARKSDALE,,,C
"FRANK A JONES, JR",8,St. Louis,B,3.0,Bachelor's,,Massachusetts Institute of Technology,1948,,,,,Memphis,Tennessee,President,Dietz Forge Company,Manufacturing,W,M,1928,53,,,,,,,,1981,1986,,FRANK,A,JONES,JR,,A
VERN A MARQUARDT,9,Minneapolis,A,2.0,Bachelor's,Business Administration,Gustavus Adolphus College,1948,,,,,L'Anse,Michigan,President,Commerical National Bank of L'Anse,Banking,W,M,1923,58,,,,,,,,1981,1983,,VERN,A,MARQUARDT,,,A
HAROLD F ZIGMUND,9,Minneapolis,B,3.0,Bachelor's,,"University of Minnesota, Duluth",,,,,,Grand Rapids,Minnesota,Chief Executive Officer & President,Blandin Paper Company,Manufacturing,W,M,1919,62,,,,,,,,1981,1986,,HAROLD,F,ZIGMUND,,,F
JOHN F ANDERSON,10,Kansas City,C,,Bachelor's,Chemical Engineering,University of Missouri,1949,,,,,Kansas City,Missouri,Chief Executive Officer & President,"Farmland Industries, Inc.",Agriculture & Food Processing,W,M,1924,57,,,,,,,,1981,1984,,JOHN,F,ANDERSON,,,F
MILES D WILSON,11,Dallas,A,2.0,,,,,,,,,Bellville,Texas,Chairman of the Board & President,First National Bank of Bellville,Banking,W,M,1933,48,,,,,,,,1981,1986,,MILES,D,WILSON,,,D
JOHN V JAMES,11,Dallas,C Dep. Chair,,Bachelor's,,University of Pennsylvania,1957,,,,,Dallas,Texas,Chairman of the Board,"Dresser Industries, Inc.",Information technology,W,M,1918,63,,,,,,,,1981,1984,,JOHN,V,JAMES,,,V
THOMAS IRVING ATKINS,1,Boston,C Dep. Chair,,JD,Law,Harvard University,1969,,,,,New York,New York,General Counsel,National Association for the Advancement of Colored People,Nonprofit/Business Groups,NW,M,1939,42,,,,,,,,1981,1985,,THOMAS,IRVING,ATKINS,,,I
DORIS M DRURY,10,Kansas City,C Dep. Chair,,PhD,Economics,Indiana University Bloomington,,,,,,Denver,Colorado,Professor of Economics,University of Denver,Education,W,F,1926,55,,,,,,,,1981,1983,,DORIS,M,DRURY,,,M
ROBERT PAUL HENDERSON,1,Boston,C Chair,,Master's,Business,Amos Tuck School of Business,1954,,,,,Lexington,Massachusetts,Chief Executive Officer & President,Itek Corp.,Manufacturing,W,M,1931,50,,,,,,,,1981,1984,,ROBERT,PAUL,HENDERSON,,,P
JL JACKSON,4,Cleveland,C Chair,,Bachelor's,Petroleum engineering,University of Texas,,,,,,Lexington,Kentucky,President,Falcon Coal Company Inc,"Energy, Mining, & Extraction",,M,1932,49,,,,,,,,1981,1983,,JL,,JACKSON,,,
JEAN A CROCKETT,3,Philadelphia,C Dep. Chair,,PhD,Economics,University of Chicago,,,,,,Philadelphia,Pennsylvania,Chairman & Professor of Finance,Wharton School of University of Pennsylvania,Education,W,F,1919,62,,,,,,,,1981,1981,,JEAN,A,CROCKETT,,,A
PAUL H HENSON,10,Kansas City,C Chair,,Master's,Electrical engineering,University of Nebraska,,,,,,Westwood,Kansas,Chairman & Chief Executive Officer,"United Telecommunications, Inc.",Telecommunications,W,M,1925,56,,,,,,,,1981,1983,,PAUL,H,HENSON,,,H
GERALD D HINES,11,Dallas,C Chair,,Bachelor's,Mechanical Engineering,Purdue University,1948,,,,,Houston,Texas,Owner,Gerald D. Hines Interests,Real Estate & Construction,W,M,1925,56,,,,,,,,1981,1983,,GERALD,D,HINES,,,D
JAMES STOKES HATCH,1,Boston,A,3.0,,,,,,,,,Canaan,Connecticut,Chief Executive Officer & President,Canaan National Bank of Boston,Banking,,M,,,,,,,,,,1982,1984,,JAMES,STOKES,HATCH,,,S
GEORGE NICHOLAS HATSOPOULOS,1,Boston,B,3.0,PhD,Science,New Jersey Institute of Technology,1982,,,,,Waltham,Massachusetts,President,Thermo Electron Company,Engineering,W,M,1927,55,,,,,,,,1982,1985,,GEORGE,NICHOLAS,HATSOPOULOS,,,N
ROBERT A ROUGH,2,New York,A,3.0,Bachelor's,,Villanova University,1961,,,,,Branchville,New Jersey,President,National Bank of Sussex County,Banking,W,M,1939,43,,,,,,,,1982,1984,,ROBERT,A,ROUGH,,,A
DOUGLAS E JOHNSON,3,Philadelphia,A,2.0,Bachelor's,Business,New York University,,,,,,Point Pleasant,New Jersey,Chairman & President,Ocean County National Bank,Banking,W,M,1935,47,,,,,,,,1982,1984,,DOUGLAS,E,JOHNSON,,,E
"GEORGE E BARTOL, III",3,Philadelphia,C,,Bachelor's,,Princeton University,1943,,,,,Philadelphia,Pennsylvania,Chairman & Chief Executive Officer,Hunt Manufacturing Company,Manufacturing,W,M,1921,61,,,,,,,,1982,1986,,GEORGE,E,BARTOL,III,,E
RAYMOND D CAMPBELL,4,Cleveland,A,3.0,Bachelor's,Banking,Ohio School of Banking,1953,,,,,Oberlin,Ohio,Director,Oberlin Savings Bank Company,Banking,W,M,1931,51,,,,,,,,1982,1987,,RAYMOND,D,CAMPBELL,,,D
RICHARD D HANNAN,4,Cleveland,B,3.0,Master's,Business,University of Pennsylvania,,,,,,Cincinnati,Ohio,Chairman of the Board & President,"Mercury Instruments, Inc.",Manufacturing,W,M,1930,52,,,,,,,,1982,1987,,RICHARD,D,HANNAN,,,D
JOSEPH A JENNINGS,5,Richmond,A,1.0,Master's,Banking,Rutgers University,1952,,,,,Richmond,Virginia,Chairman & Chief Executive Officer,"United Virginia Bankshares, Inc. and United Virginia Bank",Banking,W,M,1921,61,,,,,,,,1982,1984,,JOSEPH,A,JENNINGS,,,A
"WILLIAM S LEE, III",5,Richmond,C,,Bachelor's,Civil engineering,Princeton University,1951,,,,,Charlotte,North Carolina,Chairman of the Board & Chief Executive Officer,Duke Power Company,Utilities,W,M,1929,53,,,,,,,,1982,1982,,WILLIAM,S,LEE,III,,S
HORATIO C THOMPSON,6,Atlanta,B,2.0,Bachelor's,,Southern University A&M,1953,,,,,Baton Rouge,Louisiana,President,"Horatio Thompson Investment, Inc.",Financial Services (non-banking),NW,M,1914,68,,,,,,,,1982,1987,,HORATIO,C,THOMPSON,,,C
JANE C COUSINS,6,Atlanta,C,,,,,,,,,,Miami,Florida,Chief Executive Officer & President,Merrill Lynch Realty,Real Estate Brokerage,W,F,1923,59,,,,,,,,1982,1987,,JANE,C,COUSINS,,,C
JESSE M SHAVER,8,St. Louis,B,1.0,,,,,,,,,Louisville,Kentucky,Consultant,Allis-Chalmers Corporation,Manufacturing,W,M,1920,62,,,,,,,,1982,1987,,JESSE,M,SHAVER,,,M
WL HADLEY GRIFFIN,8,St. Louis,C Dep. Chair,,JD,Law,Washington University,1947,,,,,St. Louis,Missouri,Chairman of the Board,"Brown Group, Inc.",Real Estate & Construction,W,M,1918,64,,,,,,,,1982,1982,,WL,HADLEY,GRIFFIN,,,H
DALE W FERN,9,Minneapolis,A,3.0,Master's,Business,Minnesota School of Business,1949,,,,,Baldwin,Wisconsin,Chairman of the Board & President,First National Bank of Baldwin,Banking,W,M,1927,55,,,,,,,,1982,1984,,DALE,W,FERN,,,W
WILLIAM L MATHERS,9,Minneapolis,B,2.0,Bachelor's,,New Mexico Military Institute,1942,,,,,Miles City,Montana,President,"Mathers Land Co., Inc.",Real Estate Brokerage,W,M,1923,59,,,,,,,,1982,1987,,WILLIAM,L,MATHERS,,,L
"JOHN B DAVIS, JR",9,Minneapolis,C Dep. Chair,,PhD,Education,Harvard University,,,,,,St. Paul,Minnesota,President,Macalester College,Education,W,M,1922,60,,,,,,,,1982,1984,,JOHN,B,DAVIS,JR,,B
DUANE CALVIN ACKER,10,Kansas City,B,2.0,PhD,Animal husbandry,Oklahoma State University,1957,,,,,Manhattan,Kansas,President,Kansas State University,Education,W,M,1931,51,,,,,,,,1982,1985,,DUANE,CALVIN,ACKER,,,C
GEORGE H WEYERHAUSER,12,San Francisco,B,2.0,Master's,Management,Massachusetts Institute of Technology,1986,,,,,Tacoma,Washington,Chief Executive Officer & President,Weyerhauser Company,"Energy, Mining, & Extraction",W,M,1926,56,,,,,,,,1982,1987,,GEORGE,H,WEYERHAUSER,,,H
FRED W ANDREW,12,San Francisco,C,,Bachelor's,Agriculture,University of Arizona,,,,,,Bakersfield,California,Chief Operating Officer & President,Superior Farming Company,Agriculture & Food Processing,W,M,1927,55,,,,,,,,1982,1984,,FRED,W,ANDREW,,,W
ROBERT M LANDIS,3,Philadelphia,C Dep. Chair,,JD,Law,,,,,,,Philadelphia,Pennsylvania,Partner,"Dechert, Price & Rhoads",Law,W,M,1920,62,,,,,,,,1982,1982,,ROBERT,M,LANDIS,,,M
CAROLINE LEONETTI AHMANSON,12,San Francisco,C Chair,,Bachelor's,,University of California at Berkeley,,,,,,Beverly Hills,California,Chairman of the Board,Caroline Leonetti Ltd.,Services - Miscellaneous,W,F,1918,64,,,,,,,,1982,1984,,CAROLINE,LEONETTI,AHMANSON,,,L
